UnitID,Institution Name,Applicants total (ADM2018),Admissions total (ADM2018),Enrolled total (ADM2018),Grand total (EF2018A  All students  Undergraduate total),American Indian or Alaska Native total (EF2018A  All students  Undergraduate total),Asian total (EF2018A  All students  Undergraduate total),Black or African American total (EF2018A  All students  Undergraduate total),Hispanic total (EF2018A  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total (EF2018A  All students  Undergraduate total),White total (EF2018A  All students  Undergraduate total),Two or more races total (EF2018A  All students  Undergraduate total),Race/ethnicity unknown total (EF2018A  All students  Undergraduate total),Nonresident alien total (EF2018A  All students  Undergraduate total),Applicants total (ADM2017_RV),Admissions total (ADM2017_RV),Enrolled total (ADM2017_RV),Grand total (EF2017A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2017A_RV  All students  Undergraduate total),Asian total (EF2017A_RV  All students  Undergraduate total),Black or African American total (EF2017A_RV  All students  Undergraduate total),Hispanic total (EF2017A_RV  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total (EF2017A_RV  All students  Undergraduate total),White total (EF2017A_RV  All students  Undergraduate total),Two or more races total (EF2017A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2017A_RV  All students  Undergraduate total),Nonresident alien total (EF2017A_RV  All students  Undergraduate total),Applicants total (ADM2016_RV),Admissions total (ADM2016_RV),Enrolled total (ADM2016_RV),Grand total (EF2016A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2016A_RV  All students  Undergraduate total),Asian total (EF2016A_RV  All students  Undergraduate total),Black or African American total (EF2016A_RV  All students  Undergraduate total),Hispanic total (EF2016A_RV  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total (EF2016A_RV  All students  Undergraduate total),White total (EF2016A_RV  All students  Undergraduate total),Two or more races total (EF2016A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2016A_RV  All students  Undergraduate total),Nonresident alien total (EF2016A_RV  All students  Undergraduate total),Applicants total (ADM2015_RV),Admissions total (ADM2015_RV),Enrolled total (ADM2015_RV),Grand total (EF2015A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2015A_RV  All students  Undergraduate total),Asian total (EF2015A_RV  All students  Undergraduate total),Black or African American total (EF2015A_RV  All students  Undergraduate total),Hispanic total (EF2015A_RV  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total (EF2015A_RV  All students  Undergraduate total),White total (EF2015A_RV  All students  Undergraduate total),Two or more races total (EF2015A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2015A_RV  All students  Undergraduate total),Nonresident alien total (EF2015A_RV  All students  Undergraduate total),Applicants total (ADM2014_RV),Admissions total (ADM2014_RV),Enrolled total (ADM2014_RV),Grand total (EF2014A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2014A_RV  All students  Undergraduate total),Asian total (EF2014A_RV  All students  Undergraduate total),Black or African American total (EF2014A_RV  All students  Undergraduate total),Hispanic total (EF2014A_RV  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total (EF2014A_RV  All students  Undergraduate total),White total (EF2014A_RV  All students  Undergraduate total),Two or more races total (EF2014A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2014A_RV  All students  Undergraduate total),Nonresident alien total (EF2014A_RV  All students  Undergraduate total),Applicants total (IC2013_RV),Admissions total (IC2013_RV),Enrolled total (IC2013_RV),Grand total (EF2013A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2013A_RV  All students  Undergraduate total),Asian total (EF2013A_RV  All students  Undergraduate total),Black or African American total (EF2013A_RV  All students  Undergraduate total),Hispanic total (EF2013A_RV  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total (EF2013A_RV  All students  Undergraduate total),White total (EF2013A_RV  All students  Undergraduate total),Two or more races total (EF2013A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2013A_RV  All students  Undergraduate total),Nonresident alien total (EF2013A_RV  All students  Undergraduate total),Applicants total (IC2012_RV),Admissions total (IC2012_RV),Enrolled total (IC2012_RV),Grand total (EF2012A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2012A_RV  All students  Undergraduate total),Asian total (EF2012A_RV  All students  Undergraduate total),Black or African American total (EF2012A_RV  All students  Undergraduate total),Hispanic total (EF2012A_RV  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total (EF2012A_RV  All students  Undergraduate total),White total (EF2012A_RV  All students  Undergraduate total),Two or more races total (EF2012A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2012A_RV  All students  Undergraduate total),Nonresident alien total (EF2012A_RV  All students  Undergraduate total),Applicants total (IC2011_RV),Admissions total (IC2011_RV),Enrolled total (IC2011_RV),Grand total (EF2011A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2011A_RV  All students  Undergraduate total),Asian total (EF2011A_RV  All students  Undergraduate total),Black or African American total (EF2011A_RV  All students  Undergraduate total),Hispanic total (EF2011A_RV  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total (EF2011A_RV  All students  Undergraduate total),White total (EF2011A_RV  All students  Undergraduate total),Two or more races total (EF2011A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2011A_RV  All students  Undergraduate total),Nonresident alien total (EF2011A_RV  All students  Undergraduate total),Applicants total (IC2010_RV),Admissions total (IC2010_RV),Enrolled total (IC2010_RV),Grand total (EF2010A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2010A_RV  All students  Undergraduate total),Asian total (EF2010A_RV  All students  Undergraduate total),Black or African American total (EF2010A_RV  All students  Undergraduate total),Hispanic total (EF2010A_RV  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total (EF2010A_RV  All students  Undergraduate total),White total (EF2010A_RV  All students  Undergraduate total),Two or more races total (EF2010A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2010A_RV  All students  Undergraduate total),Nonresident alien total (EF2010A_RV  All students  Undergraduate total),Applicants total (IC2009_RV),Admissions total (IC2009_RV),Enrolled total (IC2009_RV),Grand total (EF2009A_RV  All students  Undergraduate total),American Indian or Alaska Native total - derived (EF2009A_RV  All students  Undergraduate total),Asian/Native Hawaiian/Other Pacific Islander total - derived (EF2009A_RV  All students  Undergraduate total),Black or African American/Black non-Hispanic total - derived (EF2009A_RV  All students  Undergraduate total),Hispanic or Latino/Hispanic  total - derived (EF2009A_RV  All students  Undergraduate total),White/White non-Hispanic total - derived (EF2009A_RV  All students  Undergraduate total),American Indian or Alaska Native total - new (EF2009A_RV  All students  Undergraduate total),Asian total - new (EF2009A_RV  All students  Undergraduate total),Black or African American total - new (EF2009A_RV  All students  Undergraduate total),Hispanic total - new (EF2009A_RV  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total - new (EF2009A_RV  All students  Undergraduate total),White total - new (EF2009A_RV  All students  Undergraduate total),Two or more races total - new (EF2009A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2009A_RV  All students  Undergraduate total),Asian or Pacific Islander total  - old (EF2009A_RV  All students  Undergraduate total),Black non-Hispanic  total - old (EF2009A_RV  All students  Undergraduate total),Hispanic total - old (EF2009A_RV  All students  Undergraduate total),White non-Hispanic total - old (EF2009A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2009A_RV  All students  Undergraduate total),Nonresident alien total (EF2009A_RV  All students  Undergraduate total),Applicants total (IC2008_RV),Admissions total (IC2008_RV),Enrolled total (IC2008_RV),Grand total (EF2008A_RV  All students  Undergraduate total),American Indian or Alaska Native total - derived (EF2008A_RV  All students  Undergraduate total),Asian/Native Hawaiian/Other Pacific Islander total - derived (EF2008A_RV  All students  Undergraduate total),Black or African American/Black non-Hispanic total - derived (EF2008A_RV  All students  Undergraduate total),Hispanic or Latino/Hispanic  total - derived (EF2008A_RV  All students  Undergraduate total),White/White non-Hispanic total - derived (EF2008A_RV  All students  Undergraduate total),American Indian or Alaska Native total - new (EF2008A_RV  All students  Undergraduate total),Asian total - new (EF2008A_RV  All students  Undergraduate total),Black or African American total - new (EF2008A_RV  All students  Undergraduate total),Hispanic total - new (EF2008A_RV  All students  Undergraduate total),Native Hawaiian or Other Pacific Islander total - new (EF2008A_RV  All students  Undergraduate total),White total - new (EF2008A_RV  All students  Undergraduate total),Two or more races total - new (EF2008A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2008A_RV  All students  Undergraduate total),Asian or Pacific Islander total  - old (EF2008A_RV  All students  Undergraduate total),Black non-Hispanic  total - old (EF2008A_RV  All students  Undergraduate total),Hispanic total - old (EF2008A_RV  All students  Undergraduate total),White non-Hispanic total - old (EF2008A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2008A_RV  All students  Undergraduate total),Nonresident alien total (EF2008A_RV  All students  Undergraduate total),Applicants total (IC2007),Admissions total (IC2007),Enrolled total (IC2007),Grand total (EF2007A_RV  All students  Undergraduate total),White non-Hispanic total (EF2007A_RV  All students  Undergraduate total),Black non-Hispanic  total (EF2007A_RV  All students  Undergraduate total),Hispanic total (EF2007A_RV  All students  Undergraduate total),Asian or Pacific Islander total (EF2007A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2007A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2007A_RV  All students  Undergraduate total),Nonresident alien total (EF2007A_RV  All students  Undergraduate total),Applicants total (IC2006),Admissions total (IC2006),Enrolled total (IC2006),Grand total (EF2006A_RV  All students  Undergraduate total),White non-Hispanic total (EF2006A_RV  All students  Undergraduate total),Black non-Hispanic  total (EF2006A_RV  All students  Undergraduate total),Hispanic total (EF2006A_RV  All students  Undergraduate total),Asian or Pacific Islander total (EF2006A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2006A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2006A_RV  All students  Undergraduate total),Nonresident alien total (EF2006A_RV  All students  Undergraduate total),Applicants total (IC2005),Admissions total (IC2005),Enrolled total (IC2005),Grand total (EF2005A_RV  All students  Undergraduate total),White non-Hispanic total (EF2005A_RV  All students  Undergraduate total),Black non-Hispanic  total (EF2005A_RV  All students  Undergraduate total),Hispanic total (EF2005A_RV  All students  Undergraduate total),Asian or Pacific Islander total (EF2005A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2005A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2005A_RV  All students  Undergraduate total),Nonresident alien total (EF2005A_RV  All students  Undergraduate total),Applicants total (IC2004),Admissions total (IC2004),Enrolled total (IC2004),Grand total (EF2004A_RV  All students  Undergraduate total),White non-Hispanic total (EF2004A_RV  All students  Undergraduate total),Black non-Hispanic  total (EF2004A_RV  All students  Undergraduate total),Hispanic total (EF2004A_RV  All students  Undergraduate total),Asian or Pacific Islander total (EF2004A_RV  All students  Undergraduate total),American Indian or Alaska Native total (EF2004A_RV  All students  Undergraduate total),Race/ethnicity unknown total (EF2004A_RV  All students  Undergraduate total),Nonresident alien total (EF2004A_RV  All students  Undergraduate total),Applicants total (IC2003),Admissions total (IC2003),Enrolled total (IC2003),Grand total (EF2003A  All students  Undergraduate total),White  non-Hispanic total (EF2003A  All students  Undergraduate total),Black  non-Hispanic  total (EF2003A  All students  Undergraduate total),Hispanic total (EF2003A  All students  Undergraduate total),Asian or Pacific Islander total (EF2003A  All students  Undergraduate total),American Indian or Alaska Native total (EF2003A  All students  Undergraduate total),Race/ethnicity unknown total (EF2003A  All students  Undergraduate total),Nonresident alien total (EF2003A  All students  Undergraduate total),Applicants total (IC2002),Admissions total (IC2002),Enrolled total (IC2002),Grand total (EF2002A  All students  Undergraduate total),White non-Hispanic total (EF2002A  All students  Undergraduate total),Black non-Hispanic  total (EF2002A  All students  Undergraduate total),Hispanic total (EF2002A  All students  Undergraduate total),Asian or Pacific Islander total (EF2002A  All students  Undergraduate total),American Indian/Alaska Native total (EF2002A  All students  Undergraduate total),Race/ethnicity unknown total (EF2002A  All students  Undergraduate total),Nonresident alien total (EF2002A  All students  Undergraduate total),Applicants total (IC2001),Admissions total (IC2001),Enrolled total (IC2001),Grand total (EF2001A  All students  Undergraduate total),White non-Hispanic total (EF2001A  All students  Undergraduate total),Black non-Hispanic  total (EF2001A  All students  Undergraduate total),Hispanic total (EF2001A  All students  Undergraduate total),Asian or Pacific Islander total (EF2001A  All students  Undergraduate total),American Indian/Alaska Native total (EF2001A  All students  Undergraduate total),Race/ethnicity unknown total (EF2001A  All students  Undergraduate total),Nonresident alien total (EF2001A  All students  Undergraduate total),Grand total (EF2000A  All students  Undergraduate total),White non-Hispanic total (EF2000A  All students  Undergraduate total),Black non-Hispanic  total (EF2000A  All students  Undergraduate total),Hispanic total (EF2000A  All students  Undergraduate total),Asian or Pacific Islander total (EF2000A  All students  Undergraduate total),American Indian/Alaska Native total (EF2000A  All students  Undergraduate total),Race/ethnicity unknown total (EF2000A  All students  Undergraduate total),Nonresident alien total (EF2000A  All students  Undergraduate total),
191533,Hartwick College,4165,3471,407,1176,21,34,115,61,2,735,0,179,29,3019,2674,351,1201,14,34,113,108,1,747,0,148,36,3366,2913,407,1396,11,40,124,108,1,904,0,168,40,2692,2174,292,1393,5,27,125,95,1,927,0,171,42,5036,4510,419,1540,6,31,120,107,0,1043,0,180,53,5392,4542,528,1618,13,26,102,92,1,1112,0,221,51,5795,4908,447,1558,12,21,78,90,0,1062,0,245,50,4897,3774,489,1578,14,27,78,89,0,1038,0,299,33,3535,2669,488,1531,10,29,69,65,1,976,0,338,43,2385,2177,402,1470,4,25,62,65,896,,,,,,,,4,25,62,65,896,370,48,2533,2102,446,1493,7,26,62,63,908,,,,,,,,7,26,62,63,908,372,55,2422,2034,455,1537,954,75,70,24,6,364,44,2576,2021,474,1519,941,64,67,23,11,363,50,2211,1928,409,1463,921,69,55,18,10,332,58,2055,1815,447,1479,928,71,53,19,12,345,51,1853,1654,375,1466,921,60,53,12,13,346,61,1853,1654,375,1397,908,64,46,8,10,304,57,2117,1746,433,1446,944,60,33,10,10,333,56,1431,964,48,38,10,4,306,61,
